state,year,charging_stations,fast_charger_pct,urban_coverage_pct,normalized_charging_stations,ev_readiness_score,charging_growth_pct,ev_transition_category,ev_sales,ice_sales,policy_score,ev_2w,ev_3w,ev_4w,ev_penetration_pct,data_type
Maharashtra,2017,603,0.0064,0.0074,0.33351769911504425,0.17015884955752214,0.28297872340425534,Emerging (Low),13974.0,604026.0,1.5,10480,2096,1398,2.261165048543689,Historical
Maharashtra,2018,592,0.0060999999999999,0.0076,0.3274336283185841,0.167066814159292,-0.018242122719734688,Emerging (Low),14131.0,622409.0,1.5,10598,2119,1414,2.2199704653281804,Historical
Maharashtra,2019,198,0.0038,0.0053,0.10951327433628319,0.056956637168141595,-0.6655405405405406,Emerging (Low),4868.0,650768.0,1.5,3651,730,487,0.7424851594482305,Historical
Maharashtra,2020,505,0.003,0.005,0.2793141592920354,0.1415570796460177,1.5505050505050506,Emerging (Low),51154.0,624151.0,1.5,38365,7673,5116,7.574947616262281,Historical
Maharashtra,2021,651,0.006,0.0076,0.3600663716814159,0.18335318584070795,0.28910891089108914,Emerging (Low),67921.0,627643.0,1.5,50940,10188,6793,9.764881448723624,Historical
Maharashtra,2022,652,0.0034,0.0084,0.3606194690265487,0.18300973451327432,0.001536098310291889,Emerging (Low),70066.0,646365.0,1.5,52549,10509,7008,9.779867147010668,Historical
Maharashtra,2023,163,0.0034,0.0074,0.09015486725663717,0.04757743362831859,-0.75,Emerging (Low),18042.0,719882.0,1.5,13531,2706,1805,2.444967232397916,Historical
Maharashtra,2024,350,0.0052,0.0083,0.19358407079646017,0.10001203539823009,1.147239263803681,Emerging (Low),39903.0,720159.0,1.5,29927,5985,3991,5.2499664501053855,Historical
Maharashtra,2025,335,0.0042,0.008,0.18528761061946902,0.09550380530973451,-0.042857142857142816,Emerging (Low),39338.0,743525.0,1.5,29503,5900,3935,5.02488941232374,Historical
Maharashtra,2025,290,0.0042,0.008,0.16039823008849557,0.08305911504424779,-0.13432835820895528,Emerging (Low),73569.0,739440.0,1.5,55176,11035,7358,9.04897731759427,Forecast
Maharashtra,2026,320,0.0042,0.0082,0.17699115044247787,0.09139557522123894,0.10344827586206895,Emerging (Low),38704.0,767645.0,1.5,29028,5805,3871,4.799906740133615,Historical
Maharashtra,2026,275,0.0042,0.0082,0.15210176991150443,0.07895088495575221,-0.140625,Emerging (Low),73569.0,757648.0,1.5,55176,11035,7358,8.850757383451011,Forecast
Maharashtra,2027,305,0.0041,0.0084,0.16869469026548672,0.08725734513274336,0.10909090909090913,Emerging (Low),37997.0,792543.0,1.5,28497,5699,3801,4.574975317263467,Historical
Maharashtra,2027,260,0.0041,0.0084,0.14380530973451328,0.07481265486725663,-0.14754098360655743,Emerging (Low),73569.0,775856.0,1.5,55176,11035,7358,8.661035406304265,Forecast
Odisha,2016,1042,0.004,0.0084,0.5763274336283186,0.2910437168141593,0.0,Emerging (Low),15630.0,584370.0,1.0,11722,2344,1564,2.605,Historical
Odisha,2017,688,0.0048,0.0073,0.3805309734513274,0.1931654867256637,-0.3397312859884837,Emerging (Low),10629.0,607371.0,1.0,7971,1594,1064,1.7199029126213592,Historical
Odisha,2018,737,0.0026,0.0062,0.40763274336283184,0.20583637168141591,0.07122093023255816,Emerging (Low),11728.0,624812.0,1.0,8796,1759,1173,1.842460803720112,Historical
Odisha,2019,588,0.0064,0.0069,0.3252212389380531,0.16591061946902655,-0.20217096336499318,Emerging (Low),9637.0,645999.0,1.0,7227,1445,965,1.469870476910969,Historical
Odisha,2020,496,0.0064,0.0042,0.2743362831858407,0.13992814159292036,-0.15646258503401356,Emerging (Low),33495.0,641810.0,1.0,25121,5024,3350,4.959981045601617,Historical
Odisha,2021,614,0.0062,0.0052,0.3396017699115044,0.17270088495575223,0.2379032258064515,Emerging (Low),42707.0,652857.0,1.0,32030,6406,4271,6.1399094835270365,Historical
Odisha,2022,557,0.0046999999999999,0.0053,0.30807522123893805,0.156507610619469,-0.09283387622149841,Emerging (Low),39905.0,676526.0,1.0,29928,5985,3992,5.569971148652138,Historical
Odisha,2023,751,0.0055,0.0043,0.4153761061946903,0.21019805309734516,0.3482944344703771,Emerging (Low),55418.0,682506.0,1.0,41563,8312,5543,7.509987478385308,Historical
Odisha,2024,786,0.0032,0.0045,0.43473451327433627,0.21922725663716813,0.046604527296937315,Emerging (Low),59740.0,700322.0,1.0,44805,8961,5974,7.859885114635386,Historical
Odisha,2025,754,0.0051,0.0042,0.4170353982300885,0.21088769911504426,-0.040712468193384255,Emerging (Low),59027.0,723836.0,1.0,44270,8854,5903,7.5398888438973355,Historical
Odisha,2025,658,0.0051,0.0042,0.3639380530973451,0.18433902654867257,-0.12732095490716178,Emerging (Low),62727.0,726332.0,1.0,47045,9409,6273,7.949595657612423,Forecast
Odisha,2026,722,0.0052,0.0042,0.3993362831858407,0.20206814159292036,0.09726443768996962,Emerging (Low),58218.0,748131.0,1.0,43663,8732,5823,7.2199506665228075,Historical
Odisha,2026,626,0.0052,0.0042,0.34623893805309736,0.1755194690265487,-0.13296398891966754,Emerging (Low),62727.0,741908.0,1.0,47045,9409,6273,7.795708613222144,Forecast
Odisha,2027,690,0.0052,0.0042,0.38163716814159293,0.19321858407079648,0.10223642172523961,Emerging (Low),57307.0,773233.0,1.0,42980,8596,5731,6.899968695065861,Historical
Odisha,2027,594,0.0052,0.0042,0.32853982300884954,0.16666991150442478,-0.13913043478260867,Emerging (Low),67235.0,757485.0,1.0,50426,10085,6724,8.152463866524396,Forecast
Punjab,2016,565,0.0054,0.0044,0.3125,0.15875,0.0,Emerging (Low),8475.0,591525.0,1.0,6356,1271,848,1.4125,Historical
Punjab,2017,971,0.0036,0.0040999999999999,0.5370575221238938,0.2704287610619469,0.7185840707964601,Emerging (Low),15001.0,602999.0,1.0,11250,2250,1501,2.427346278317152,Historical
Punjab,2018,156,0.0046999999999999,0.0044,0.08628318584070796,0.045431592920353946,-0.839340885684861,Emerging (Low),2482.0,634058.0,1.0,1861,372,249,0.38992050774499637,Historical
Punjab,2019,1808,0.0036,0.0060999999999999,1.0,0.5023,10.58974358974359,Developing (Mid),29634.0,626002.0,1.0,22225,4445,2964,4.519886034323924,Historical
Punjab,2020,441,0.0042,0.0064,0.24391592920353983,0.12449796460176991,-0.7560840707964602,Emerging (Low),29780.0,645525.0,1.0,22335,4467,2978,4.409859248783883,Historical
Punjab,2021,370,0.0042,0.0067,0.20464601769911506,0.10492300884955752,-0.16099773242630389,Emerging (Low),25735.0,669829.0,1.0,19301,3860,2574,3.699875209182764,Historical
Punjab,2022,649,0.0033,0.0052,0.35896017699115046,0.18151008849557523,0.7540540540540541,Emerging (Low),46496.0,669935.0,1.0,34872,6974,4650,6.4899480899067745,Historical
Punjab,2023,1022,0.0049,0.0065,0.5652654867256637,0.2854027433628319,0.5747303543913713,Emerging (Low),75415.0,662509.0,1.0,56561,11312,7542,10.219887142849398,Historical
Punjab,2024,351,0.0056,0.0078,0.19413716814159293,0.10030858407079647,-0.6565557729941291,Emerging (Low),26678.0,733384.0,1.0,20008,4001,2669,3.5099768176806627,Historical
Punjab,2025,324,0.0046,0.0076,0.17920353982300885,0.09250176991150443,-0.07692307692307687,Emerging (Low),25364.0,757499.0,1.0,19023,3804,2537,3.23990276715083,Historical
Punjab,2025,243,0.0046,0.0076,0.13440265486725664,0.07010132743362832,-0.25,Emerging (Low),79185.0,748667.0,1.0,59388,11877,7920,9.565115503737383,Forecast
Punjab,2026,297,0.0046,0.008,0.16426991150442477,0.0851149557522124,0.22222222222222232,Emerging (Low),23948.0,782401.0,1.0,17961,3592,2395,2.9699298938796974,Historical
Punjab,2026,216,0.0046,0.008,0.11946902654867257,0.06271451327433629,-0.2727272727272727,Emerging (Low),79185.0,767720.0,1.0,59388,11877,7920,9.349927087453729,Forecast
Punjab,2027,270,0.0047,0.0084,0.14933628318584072,0.07775814159292035,0.25,Emerging (Low),22424.0,808116.0,1.0,16818,3363,2243,2.699930165916151,Historical
Punjab,2027,189,0.0047,0.0084,0.10453539823008849,0.05535769911504425,-0.30000000000000004,Emerging (Low),79185.0,786773.0,1.0,59388,11877,7920,9.144207917705016,Forecast
Rajasthan,2016,855,0.0059,0.0062,0.4728982300884956,0.23945911504424777,0.0,Emerging (Low),12825.0,587175.0,1.0,9618,1923,1284,2.1375,Historical
Rajasthan,2017,752,0.0025,0.0067,0.415929203539823,0.2100546017699115,-0.12046783625730995,Emerging (Low),11618.0,606382.0,1.0,8713,1742,1163,1.8799352750809062,Historical
Rajasthan,2018,20,0.0043,0.0055,0.011061946902654867,0.007920973451327433,-0.973404255319149,Emerging (Low),318.0,636222.0,1.0,238,47,33,0.04995758318408898,Historical
Rajasthan,2019,771,0.0065,0.0044,0.4264380530973451,0.21604902654867256,37.55,Emerging (Low),12637.0,642999.0,1.0,9477,1895,1265,1.9274414461683007,Historical
Rajasthan,2020,1033,0.0065,0.0083,0.5713495575221239,0.28928477876106196,0.3398184176394292,Emerging (Low),69759.0,605546.0,1.0,52319,10463,6977,10.329999037471957,Historical
Rajasthan,2021,520,0.0054,0.0081,0.28761061946902655,0.1470453097345133,-0.4966118102613747,Emerging (Low),36169.0,659395.0,1.0,27126,5425,3618,5.19995284402298,Historical
Rajasthan,2022,1113,0.0045,0.0074,0.6155973451327433,0.31062867256637167,1.1403846153846153,Developing (Mid),79738.0,636693.0,1.0,59803,11960,7975,11.129892480922797,Historical
Rajasthan,2023,424,0.003,0.0078,0.2345132743362832,0.1197166371681416,-0.6190476190476191,Emerging (Low),31287.0,706637.0,1.0,23465,4693,3129,4.239867520232435,Historical
Rajasthan,2024,454,0.0056999999999999,0.0059,0.25110619469026546,0.12844309734513268,0.070754716981132,Emerging (Low),34506.0,725556.0,1.0,25879,5175,3452,4.539892798219093,Historical
Rajasthan,2025,403,0.0049,0.0075,0.22289823008849557,0.11441911504424779,-0.11233480176211452,Emerging (Low),31549.0,751314.0,1.0,23661,4732,3156,4.029951600727075,Historical
Rajasthan,2025,252,0.0049,0.0075,0.13938053097345132,0.07266026548672566,-0.3746898263027295,Emerging (Low),83724.0,745038.0,1.0,62793,12558,8373,10.102297161308071,Forecast
Rajasthan,2026,353,0.0049,0.0077,0.19524336283185842,0.10063168141592921,0.4007936507936507,Emerging (Low),28464.0,777885.0,1.0,21348,4269,2847,3.529985155311162,Historical
Rajasthan,2026,202,0.0049,0.0077,0.11172566371681415,0.058872831858407075,-0.42776203966005666,Emerging (Low),83724.0,764068.0,1.0,62793,12558,8373,9.875535508709683,Forecast
Rajasthan,2027,303,0.0049,0.0078,0.16758849557522124,0.08682424778761062,0.5,Emerging (Low),25165.0,805375.0,1.0,18873,3774,2518,3.0299564138993906,Historical
Rajasthan,2027,152,0.0049,0.0078,0.084070796460177,0.045065398230088496,-0.4983498349834984,Emerging (Low),83724.0,783099.0,1.0,62793,12558,8373,9.65871925410378,Forecast
Tamil Nadu,2016,561,0.0031,0.006,0.310287610619469,0.1572738053097345,0.0,Emerging (Low),11781.0,588219.0,1.4,8835,1767,1179,1.9635,Historical
Tamil Nadu,2017,369,0.0055,0.0049,0.2040929203539823,0.10467646017699114,-0.34224598930481287,Emerging (Low),7981.0,610019.0,1.4,5985,1197,799,1.2914239482200647,Historical
Tamil Nadu,2018,1043,0.0028,0.0045,0.5768805309734514,0.2901802654867257,1.8265582655826558,Emerging (Low),23236.0,613304.0,1.4,17427,3485,2324,3.650359757438653,Historical
Tamil Nadu,2019,549,0.004,0.0081,0.3036504424778761,0.15464522123893806,-0.4736337488015341,Emerging (Low),12598.0,643038.0,1.4,9448,1889,1261,1.9214930235679555,Historical
Tamil Nadu,2020,646,0.005,0.0069,0.3573008849557522,0.18153044247787609,0.1766848816029143,Emerging (Low),61074.0,614231.0,1.4,45805,9161,6108,9.04391349094113,Historical
Tamil Nadu,2021,1002,0.0052,0.0077,0.5542035398230089,0.2802017699115044,0.5510835913312693,Emerging (Low),97573.0,597991.0,1.4,73179,14635,9759,14.027896785917616,Historical
Tamil Nadu,2022,1007,0.0056999999999999,0.0081,0.5569690265486725,0.28181451327433626,0.004990019960079861,Emerging (Low),101002.0,615429.0,1.4,75751,15150,10101,14.097938252253183,Historical
Tamil Nadu,2023,231,0.0046999999999999,0.0042,0.1277654867256637,0.06613274336283181,-0.7706057596822244,Emerging (Low),23864.0,714060.0,1.4,17898,3579,2387,3.23393737024409,Historical
Tamil Nadu,2024,816,0.005,0.0078,0.45132743362831856,0.2287237168141593,2.5324675324675323,Emerging (Low),86829.0,673233.0,1.4,65121,13024,8684,11.423936468340742,Historical
Tamil Nadu,2025,847,0.0056,0.0075,0.4684734513274336,0.2374167256637168,0.03799019607843146,Emerging (Low),92832.0,690031.0,1.4,69624,13924,9284,11.858013471067096,Historical
Tamil Nadu,2025,942,0.0056,0.0075,0.5210176991150443,0.26368884955752214,0.11216056670602126,Emerging (Low),111223.0,690628.0,1.4,83417,16683,11123,13.870781479352148,Forecast
Tamil Nadu,2026,879,0.0058,0.0077,0.48617256637168144,0.24636628318584072,-0.06687898089171973,Emerging (Low),99229.0,707120.0,1.4,74421,14884,9924,12.30596181058078,Historical
Tamil Nadu,2026,974,0.0058,0.0077,0.5387168141592921,0.27263840707964604,0.1080773606370875,Emerging (Low),111223.0,702443.0,1.4,83417,16683,11123,13.669368020784942,Forecast
Tamil Nadu,2027,911,0.006,0.0079,0.5038716814159292,0.25531584070796465,-0.06468172484599588,Emerging (Low),105927.0,724613.0,1.4,79445,15889,10593,12.753991379102752,Historical
Tamil Nadu,2027,1006,0.006,0.0079,0.5564159292035398,0.28158796460176994,0.10428100987925348,Emerging (Low),111223.0,714259.0,1.4,83417,16683,11123,13.473703848175974,Forecast
Telangana,2016,259,0.0033,0.0044,0.14325221238938052,0.07349610619469027,0.0,Emerging (Low),5438.0,594562.0,1.4,4078,815,545,0.9063333333333333,Historical
Telangana,2017,906,0.0060999999999999,0.0085,0.5011061946902655,0.2540830973451327,2.498069498069498,Emerging (Low),19596.0,598404.0,1.4,14697,2939,1960,3.170873786407767,Historical
Telangana,2018,234,0.0037,0.0070999999999999,0.12942477876106195,0.06724238938053095,-0.7417218543046358,Emerging (Low),5213.0,631327.0,1.4,3909,781,523,0.8189587457190437,Historical
Telangana,2019,751,0.0034999999999999,0.0055,0.4153761061946903,0.2098380530973451,2.2094017094017095,Emerging (Low),17233.0,638403.0,1.4,12924,2584,1725,2.628440171070533,Historical
Telangana,2020,382,0.0037,0.0053,0.21128318584070796,0.10781159292035399,-0.4913448735019973,Emerging (Low),36115.0,639190.0,1.4,27086,5417,3612,5.347953887502684,Historical
Telangana,2021,568,0.0055,0.0078,0.3141592920353982,0.16028964601769913,0.4869109947643979,Emerging (Low),55311.0,640253.0,1.4,41483,8296,5532,7.9519641614574645,Historical
Telangana,2022,617,0.0032,0.0084,0.34126106194690264,0.1732705309734513,0.08626760563380276,Emerging (Low),61885.0,654546.0,1.4,46413,9282,6190,8.63795676066502,Historical
Telangana,2023,473,0.0033,0.0044,0.2616150442477876,0.13267752212389378,-0.23338735818476497,Emerging (Low),48865.0,689059.0,1.4,36648,7329,4888,6.621955648549173,Historical
Telangana,2024,935,0.005,0.0064,0.5171460176991151,0.26135300884955753,0.9767441860465116,Emerging (Low),99492.0,660570.0,1.4,74619,14923,9950,13.0899847644008,Historical
Telangana,2025,1019,0.0041,0.0065,0.5636061946902655,0.2843330973451328,0.08983957219251337,Emerging (Low),111683.0,671180.0,1.4,83762,16752,11169,14.265969907889374,Historical
Telangana,2025,1272,0.0041,0.0065,0.7035398230088495,0.3542999115044248,0.24828263002944073,Developing (Mid),145041.0,678425.0,1.4,108780,21756,14505,17.613477666351738,Forecast
Telangana,2026,1104,0.0041,0.0065,0.6106194690265486,0.30783973451327434,-0.13207547169811318,Developing (Mid),124629.0,681720.0,1.4,93471,18694,12464,15.455962616683347,Historical
Telangana,2026,1356,0.0041,0.0065,0.75,0.37753000000000003,0.2282608695652173,Developing (Mid),145041.0,686746.0,1.4,108780,21756,14505,17.437276610478403,Forecast
Telangana,2027,1188,0.0041,0.0065,0.6570796460176991,0.3310698230088496,-0.12389380530973448,Developing (Mid),138135.0,692405.0,1.4,103601,20720,13814,16.631950297396873,Historical
Telangana,2027,1441,0.0041,0.0065,0.7970132743362832,0.40103663716814164,0.21296296296296302,Developing (Mid),145041.0,695067.0,1.4,108780,21756,14505,17.264565984373437,Forecast
Uttar Pradesh,2016,639,0.0034999999999999,0.0069999999999999,0.353429203539823,0.17916460176991145,0.0,Emerging (Low),11502.0,588498.0,1.2,8626,1725,1151,1.917,Historical
Uttar Pradesh,2017,120,0.0028,0.0081999999999999,0.06637168141592921,0.03566584070796459,-0.812206572769953,Emerging (Low),2224.0,615776.0,1.2,1668,333,223,0.3598705501618123,Historical
Uttar Pradesh,2018,646,0.0051,0.0084,0.3573008849557522,0.18186044247787608,4.383333333333334,Emerging (Low),12336.0,624204.0,1.2,9252,1850,1234,1.937977189178999,Historical
Uttar Pradesh,2019,1021,0.0065,0.0045,0.5647123893805309,0.2852061946902655,0.5804953560371517,Emerging (Low),20082.0,635554.0,1.2,15061,3012,2009,3.0629800682085793,Historical
Uttar Pradesh,2020,1230,0.0027,0.0072,0.6803097345132744,0.34240486725663716,0.20470127326150833,Developing (Mid),99675.0,575630.0,1.2,74756,14951,9968,14.759997334537728,Historical
Uttar Pradesh,2021,126,0.0053,0.0046,0.06969026548672566,0.03735513274336283,-0.8975609756097561,Emerging (Low),10516.0,685048.0,1.2,7887,1577,1052,1.5118666290952378,Historical
Uttar Pradesh,2022,430,0.005,0.0070999999999999,0.23783185840707965,0.1218359292035398,2.4126984126984126,Emerging (Low),36967.0,679464.0,1.2,27725,5545,3697,5.15988280797453,Historical
Uttar Pradesh,2023,20,0.0052,0.0072,0.011061946902654867,0.008530973451327433,-0.9534883720930233,Emerging (Low),1771.0,736153.0,1.2,1328,265,178,0.23999761493053484,Historical
Uttar Pradesh,2024,136,0.0058,0.0078,0.0752212389380531,0.04091061946902655,5.8,Emerging (Low),12404.0,747658.0,1.2,9303,1860,1241,1.63197212858951,Historical
Uttar Pradesh,2025,73,0.0059,0.0067,0.040376106194690266,0.023298053097345135,-0.4632352941176471,Emerging (Low),6857.0,776006.0,1.2,5142,1028,687,0.8758876074102365,Historical
Uttar Pradesh,2025,0,0.0059,0.0067,0.0,0.00311,-1.0,Emerging (Low),104658.0,770813.0,1.2,78493,15698,10467,11.954479360252938,Forecast
Uttar Pradesh,2026,10,0.0062,0.0067,0.0055309734513274336,0.0059654867256637165,inf,Emerging (Low),967.0,805382.0,1.2,725,145,97,0.11992325903547967,Historical
Uttar Pradesh,2026,0,0.0062,0.0067,0.0,0.0031999999999999997,-1.0,Emerging (Low),104658.0,793429.0,1.2,78493,15698,10467,11.65343669377243,Forecast
Uttar Pradesh,2027,0,0.0064,0.0066,0.0,0.00324,0.0,Emerging (Low),0.0,830540.0,1.2,0,0,0,0.0,Historical
Uttar Pradesh,2027,0,0.0064,0.0066,0.0,0.00324,0.0,Emerging (Low),104658.0,816044.0,1.2,78493,15698,10467,11.367195900519386,Forecast
West Bengal,2016,198,0.0028,0.0078,0.10951327433628319,0.057156637168141594,0.0,Emerging (Low),2970.0,597030.0,1.0,2227,445,298,0.49500000000000005,Historical
West Bengal,2017,480,0.0056,0.0062,0.26548672566371684,0.1356633628318584,1.4242424242424243,Emerging (Low),7416.0,610584.0,1.0,5562,1112,742,1.2,Historical
West Bengal,2018,650,0.0054,0.0066,0.35951327433628316,0.18269663716814158,0.35416666666666674,Emerging (Low),10343.0,626197.0,1.0,7757,1551,1035,1.6248782480284034,Historical
West Bengal,2019,206,0.0059,0.0067,0.11393805309734513,0.060079026548672566,-0.6830769230769231,Emerging (Low),3376.0,652260.0,1.0,2532,506,338,0.5149198640709174,Historical
West Bengal,2020,211,0.0049,0.0069,0.11670353982300885,0.061201769911504424,0.024271844660194164,Emerging (Low),14248.0,661057.0,1.0,10686,2137,1425,2.109861470002443,Historical
West Bengal,2021,547,0.006,0.0056,0.30254424778761063,0.15419212389380532,1.5924170616113744,Emerging (Low),38047.0,657517.0,1.0,28535,5707,3805,5.469949566107505,Historical
West Bengal,2022,172,0.0049,0.0084,0.09513274336283185,0.05071637168141593,-0.6855575868372943,Emerging (Low),12322.0,704109.0,1.0,9241,1848,1233,1.7199144090638177,Historical
West Bengal,2023,360,0.0048,0.0075,0.19911504424778761,0.1024975221238938,1.0930232558139537,Emerging (Low),26565.0,711359.0,1.0,19923,3984,2658,3.5999642239580227,Historical
West Bengal,2024,505,0.0046,0.0059,0.2793141592920354,0.14221707964601768,0.4027777777777777,Emerging (Low),38383.0,721679.0,1.0,28787,5757,3839,5.049982764563944,Historical
West Bengal,2025,543,0.0053,0.0067,0.30033185840707965,0.15309592920353984,0.07524752475247531,Emerging (Low),42509.0,740354.0,1.0,31881,6376,4252,5.429941126352887,Historical
West Bengal,2025,658,0.0053,0.0067,0.3639380530973451,0.18489902654867257,0.2117863720073665,Emerging (Low),54067.0,742405.0,1.0,40550,8110,5407,6.788311453509979,Forecast
West Bengal,2026,581,0.0054,0.0067,0.3213495575221239,0.16363477876106197,-0.11702127659574468,Emerging (Low),46848.0,759501.0,1.0,35136,7027,4685,5.809891250562722,Historical
West Bengal,2026,696,0.0054,0.0067,0.38495575221238937,0.1954378761061947,0.19793459552495696,Emerging (Low),54067.0,758790.0,1.0,40550,8110,5407,6.651477443141905,Forecast
West Bengal,2027,620,0.0054,0.0067,0.34292035398230086,0.17442017699115045,-0.10919540229885061,Emerging (Low),51493.0,779047.0,1.0,38619,7723,5151,6.199942206275436,Historical
West Bengal,2027,735,0.0054,0.0067,0.4065265486725664,0.2062232743362832,0.185483870967742,Emerging (Low),54067.0,775175.0,1.0,40550,8110,5407,6.520050841611978,Forecast
